#algo	query_id	nb_reads	query_length	accession	description	organism	percentIdentity	nb_hsps	queryOverlap	hitOverlap	evalue	score	tax_id	taxonomy	sequence
"BLASTX"	"SRR10518885_2162"	"1077"	"1349"	"RVX18425"	"TORTIFOLIA1-like protein 3 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"71"	"48"	"4.89269e-180"	"528.094"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3136"	"464"	"1161"	"XP_002275006"	"PREDICTED: probable proteasome inhibitor [Vitis vinifera]"	"Vitis vinifera"	"97.9"	"1"	"75"	"98"	"0"	"529.635"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2170"	"456"	"1347"	"XP_002275929"	"PREDICTED: uncharacterized protein LOC100267748 [Vitis vinifera]"	"Vitis vinifera"	"95.4"	"1"	"44"	"62"	"3.29809e-136"	"403.675"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_583"	"2391"	"2042"	"RVX08594"	"putative polyol transporter 4 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"77"	"100"	"0"	"934.48"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3655"	"100"	"1079"	"RVW65355"	"putative glucan 1,3-beta-glucosidase A [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"71"	"0"	"719.924"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2065"	"1184"	"1370"	"XP_002285560"	"PREDICTED: xylulose kinase [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"89"	"73"	"0"	"844.343"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1510"	"310"	"1535"	"XP_002281136"	"PREDICTED: cytosolic enolase 3 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"92"	"100"	"0"	"970.689"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2391"	"697"	"1297"	"XP_002274738"	"PREDICTED: UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"66"	"67"	"0"	"588.956"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1750"	"1618"	"1457"	"RVW32763"	"Transposon TX1 uncharacterized 149 kDa protein [Vitis vinifera]"	"Vitis vinifera"	"47.0"	"3"	"85"	"87"	"1.26933e-86"	"373.2154"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3064"	"148"	"1171"	"XP_002282720"	"PREDICTED: TPR repeat-containing thioredoxin TDX [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"97"	"90"	"0"	"765.763"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1272"	"331"	"1625"	"XP_002266616"	"PREDICTED: methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"76"	"0"	"1052.74"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3728"	"1726"	"1069"	"XP_002266732"	"PREDICTED: D-aminoacyl-tRNA deacylase isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"94"	"94"	"0"	"602.438"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1366"	"510"	"1588"	"CBI35103"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"97"	"48"	"0"	"1000.73"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3012"	"379"	"1178"	"XP_002272927"	"PREDICTED: protein HASTY 1 [Vitis vinifera]"	"Vitis vinifera"	"91.0"	"1"	"100"	"34"	"0"	"674.855"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3356"	"428"	"1930"	"XP_002271525"	"PREDICTED: bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"96.9"	"2"	"87"	"61"	"1.821285e-158"	"1050.411"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3433"	"386"	"1113"	"XP_002265012"	"PREDICTED: ABC transporter C family member 4 [Vitis vinifera]"	"Vitis vinifera"	"69.8"	"2"	"100"	"37"	"0.0001419345"	"681.0046"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2158"	"114"	"1349"	"XP_010653195"	"PREDICTED: cationic amino acid transporter 4, vacuolar isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"99"	"69"	"0"	"815.839"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_775"	"914"	"1883"	"XP_002281271"	"PREDICTED: conserved oligomeric Golgi complex subunit 6 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"88"	"80"	"0"	"1115.14"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_752"	"576"	"1899"	"XP_010664436"	"PREDICTED: E3 ubiquitin-protein ligase UPL2 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"17"	"0"	"1038.48"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1959"	"777"	"1398"	"XP_002277938"	"PREDICTED: polypyrimidine tract-binding protein homolog 3 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"76"	"79"	"0"	"734.561"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_31"	"4670"	"4032"	"XP_019077806"	"PREDICTED: ATPase 10, plasma membrane-type [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"55"	"78"	"0"	"1386.7"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3521"	"285"	"1100"	"XP_002280051"	"PREDICTED: phosphatidylinositol:ceramide inositolphosphotransferase [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"79"	"100"	"0"	"593.964"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1151"	"3242"	"1676"	"XP_002279748"	"PREDICTED: ADP,ATP carrier protein 1, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"69"	"100"	"0"	"740.339"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_588"	"346"	"2031"	"CBI16021"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"95"	"80"	"0"	"1294.64"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_361"	"463"	"2288"	"XP_002262619"	"PREDICTED: ABC transporter G family member 11 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"77"	"83"	"0"	"1182.16"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4163"	"198"	"1010"	"XP_010650297"	"PREDICTED: ribosome biogenesis protein BMS1 homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"78"	"22"	"1.23438e-137"	"430.254"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1892"	"942"	"1415"	"XP_019079008"	"PREDICTED: protein RETICULATA-RELATED 1, chloroplastic isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"71"	"63"	"0"	"659.062"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1035"	"576"	"1736"	"XP_010645602"	"PREDICTED: uncharacterized protein LOC100244583 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"93"	"93"	"0"	"1066.6"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3193"	"370"	"1153"	"XP_010664368"	"PREDICTED: WD and tetratricopeptide repeats protein 1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"93"	"47"	"0"	"743.806"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2894"	"1527"	"1198"	"XP_002281218"	"PREDICTED: TLD domain-containing protein 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"98"	"89"	"0"	"820.076"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3331"	"124"	"1131"	"XP_002265774"	"PREDICTED: ferredoxin--NADP reductase, leaf-type isozyme, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"78"	"81"	"0"	"583.178"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2759"	"668"	"1222"	"RVW85705"	"putative serine/threonine-protein kinase PIX13 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"80"	"76"	"0"	"674.855"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2819"	"557"	"1211"	"CBI29756"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"99"	"32"	"0"	"821.231"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3681"	"647"	"1076"	"XP_002267287"	"PREDICTED: protein-tyrosine-phosphatase PTP1 isoform X4 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"87"	"92"	"0"	"623.239"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1591"	"518"	"1510"	"XP_002281203"	"PREDICTED: uncharacterized protein LOC100248378 [Vitis vinifera]"	"Vitis vinifera"	"98.5"	"1"	"80"	"83"	"0"	"788.489"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3362"	"1252"	"1125"	"KAA8532151"	"hypothetical protein F0562_006707 [Nyssa sinensis]"	"Nyssa sinensis"	"90.8"	"1"	"78"	"97"	"8.07635e-178"	"505.753"	"561372"	"Eukaryota;;Nyssaceae;Nyssa;Nyssa sinensis"	""
"BLASTX"	"SRR10518885_2653"	"1173"	"1242"	"XP_002268800"	"PREDICTED: uncharacterized protein LOC100249806 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"100"	"91"	"0"	"745.347"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_308"	"856"	"2358"	"XP_002285232"	"PREDICTED: plastidic ATP/ADP-transporter [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"79"	"100"	"0"	"1210.28"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3595"	"142"	"1087"	"XP_002264140"	"PREDICTED: probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"95"	"100"	"0"	"672.159"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3708"	"335"	"1073"	"XP_010660828"	"PREDICTED: ATP synthase mitochondrial F1 complex assembly factor 2 [Vitis vinifera]"	"Vitis vinifera"	"97.4"	"1"	"85"	"92"	"0"	"552.362"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3246"	"40"	"1144"	"XP_002265256"	"PREDICTED: nucleolar GTP-binding protein 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"97"	"83"	"0"	"762.296"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2118"	"335"	"1357"	"XP_019075157"	"PREDICTED: THO complex subunit 2 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"91"	"22"	"0"	"766.918"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2319"	"176"	"1311"	"NP_001268092"	"3-dehydroquinate synthase-like [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"91"	"87"	"0"	"764.992"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1284"	"304"	"1622"	"PPD90034"	"hypothetical protein GOBAR_DD13030 [Gossypium barbadense]"	"Gossypium barbadense"	"83.7"	"2"	"89"	"44"	"0"	"850.107"	"3634"	"Eukaryota;;Malvaceae;Gossypium;Gossypium barbadense"	""
"BLASTX"	"SRR10518885_930"	"725"	"1783"	"XP_002266157"	"PREDICTED: DEAD-box ATP-dependent RNA helicase 20 [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"83"	"87"	"0"	"933.71"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1853"	"1051"	"1989"	"XP_002283632"	"PREDICTED: enolase 1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"61"	"91"	"0"	"829.706"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1704"	"144"	"1471"	"XP_002283201"	"PREDICTED: anaphase-promoting complex subunit 6 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"89"	"0"	"991.875"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4132"	"150"	"1014"	"XP_002281575"	"PREDICTED: glutathione S-transferase L3 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"83"	"93"	"0"	"577.785"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1558"	"1384"	"1521"	"XP_002273452"	"PREDICTED: vacuolar cation/proton exchanger 2 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"77"	"91"	"0"	"793.497"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1584"	"588"	"1514"	"XP_002276551"	"PREDICTED: tyrosine aminotransferase isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"83"	"100"	"0"	"860.522"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4417"	"5722"	"1598"	"XP_002270610"	"PREDICTED: probable serine incorporator [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"3"	"64"	"82"	"1.59747e-150"	"587.0018"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3385"	"7712"	"1120"	"XP_002285458"	"PREDICTED: rab3 GTPase-activating protein non-catalytic subunit isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"82"	"0"	"772.311"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2971"	"314"	"1185"	"XP_002276606"	"PREDICTED: probable serine/threonine-protein kinase At1g54610 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"58"	"0"	"626.32"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3753"	"150"	"1066"	"XP_002265472"	"PREDICTED: 26S proteasome regulatory subunit RPN13 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"80"	"89"	"0"	"547.74"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3542"	"3557"	"1095"	"NP_001267869"	"glutathione S-transferase [Vitis vinifera]"	"Vitis vinifera"	"91.6"	"1"	"36"	"62"	"1.4577e-76"	"244.973"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3967"	"146"	"1037"	"XP_010657034"	"PREDICTED: bifunctional riboflavin kinase/FMN phosphatase [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"100"	"88"	"0"	"650.973"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3184"	"146"	"1154"	"XP_010647688"	"PREDICTED: RNA-binding protein 28 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"100"	"40"	"0"	"707.983"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1416"	"1310"	"1566"	"XP_010663053"	"PREDICTED: callose synthase 10 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"93"	"25"	"0"	"902.508"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3144"	"324"	"1160"	"AEP17008"	"isopentenyl diphosphate isomerase II(IPI2) [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"72"	"96"	"0"	"548.125"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2386"	"1134"	"1298"	"XP_010664603"	"PREDICTED: gamma-tubulin complex component 5 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"99"	"40"	"0"	"858.596"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1912"	"86"	"1409"	"XP_002282376"	"PREDICTED: uncharacterized protein LOC100250261 [Vitis vinifera]"	"Vitis vinifera"	"97.9"	"1"	"51"	"26"	"9.07131e-152"	"465.307"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1493"	"347"	"1540"	"XP_002268556"	"PREDICTED: uncharacterized protein LOC100266972 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"38"	"91"	"3.7337e-135"	"399.823"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_423"	"766"	"2201"	"XP_010649611"	"PREDICTED: uncharacterized protein LOC100261408 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"100"	"92"	"0"	"1331.62"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_939"	"224"	"1778"	"RVX00714"	"Receptor-like protein kinase FERONIA [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"2"	"84"	"50"	"1.79337e-09"	"1026.1434"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3782"	"222"	"1062"	"RVW32019"	"4-sulfomuconolactone hydrolase [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"91"	"94"	"0"	"662.529"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_368"	"1921"	"2278"	"XP_002283083"	"PREDICTED: large proline-rich protein bag6-A isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"98.3"	"1"	"92"	"99"	"0"	"1168.68"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3522"	"297"	"1099"	"CAN72884"	"hypothetical protein VITISV_028589 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"99"	"79"	"0"	"603.979"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2572"	"776"	"1258"	"XP_002281959"	"PREDICTED: mannose-1-phosphate guanyltransferase alpha [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"97"	"98"	"0"	"844.729"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1301"	"511"	"1618"	"XP_003631632"	"PREDICTED: phosphatidylinositol 4-kinase alpha 1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"78"	"21"	"0"	"884.019"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1590"	"234"	"1510"	"XP_010655931"	"PREDICTED: transmembrane protein 56 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"55"	"100"	"0"	"531.946"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_649"	"1158"	"1980"	"XP_010656645"	"PREDICTED: lactation elevated protein 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"76"	"100"	"0"	"1042.72"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3028"	"656"	"1176"	"XP_002283032"	"PREDICTED: uncharacterized protein LOC100250068 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"99"	"45"	"0"	"820.076"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_396"	"782"	"2246"	"XP_002282402"	"PREDICTED: uncharacterized protein LOC100244007 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"79"	"100"	"0"	"1116.29"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_474"	"2279"	"2141"	"XP_002272290"	"PREDICTED: protein transport protein SEC31 homolog B isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"89"	"56"	"0"	"1230.31"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2058"	"2536"	"1372"	"CAN74699"	"hypothetical protein VITISV_020767 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"70"	"94"	"1.17308e-123"	"373.244"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_271"	"2958"	"2450"	"XP_003631915"	"PREDICTED: NAC domain-containing protein 82 [Vitis vinifera]"	"Vitis vinifera"	"99.3"	"1"	"71"	"99"	"0"	"1138.25"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_3626"	"391"	"1084"	"XP_010653981"	"PREDICTED: uncharacterized protein LOC100250241 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"72"	"67"	"0"	"524.242"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_325"	"872"	"2335"	"XP_002273443"	"PREDICTED: DEAD-box ATP-dependent RNA helicase 28 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"85"	"91"	"0"	"1154.43"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4005"	"511"	"1032"	"XP_002266644"	"PREDICTED: L-arabinokinase isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"98.4"	"1"	"38"	"13"	"1.86494e-86"	"290.812"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_473"	"809"	"2145"	"XP_002270522"	"PREDICTED: calmodulin-binding protein 60 B isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"90"	"100"	"0"	"1263.83"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2671"	"114"	"1239"	"XP_010648132"	"PREDICTED: phosphoenolpyruvate carboxylase 4 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"98.2"	"1"	"92"	"37"	"0"	"717.227"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1088"	"476"	"1704"	"XP_010660678"	"PREDICTED: histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"81"	"0"	"1162.52"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1475"	"508"	"1742"	"XP_002268439"	"PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP53 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"2"	"88"	"98"	"2.384305e-09"	"845.4848"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_563"	"718"	"2057"	"XP_003632476"	"PREDICTED: homeobox-leucine zipper protein ATHB-6 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"49"	"100"	"0"	"592.808"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_834"	"1127"	"1838"	"CAN71475"	"hypothetical protein VITISV_038617 [Vitis vinifera]"	"Vitis vinifera"	"97.1"	"1"	"78"	"84"	"0"	"819.691"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4165"	"424"	"1010"	"XP_010660089"	"PREDICTED: 39S ribosomal protein L45, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"89"	"100"	"0"	"619.387"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_2269"	"1021"	"1323"	"XP_010656678"	"PREDICTED: SART-1 family protein DOT2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"72"	"34"	"0"	"544.658"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_1794"	"262"	"1443"	"XP_002270976"	"PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At1g56140 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"47"	"0"	"949.888"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_4167"	"416"	"1010"	"XP_002267203"	"PREDICTED: ABC transporter I family member 6, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"81"	"85"	"0"	"548.51"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518885_524"	"1132"	"2095"	"CAN78157"	"hypothetical protein VITISV_032798 [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"100"	"78"	"0"	"1338.17"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
