Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,Cultivar
SRR10518930,11/24/19 17:44,11/23/19 10:54,30831217,4624682550,30831217,150,1542,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/010272/SRR10518930,SRX7203815,leaf_EV_1.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708690,SAMN13376717,simple,29760,Vitis vinifera,leaf_EV_1.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,E6C6316CD208AECDA97B88F01446AB02,B600DFF922612C40469AC95E4C39E027,Shiraz
SRR10518931,11/24/19 17:44,11/23/19 10:53,27110071,4066510650,27110071,150,1359,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/010272/SRR10518931,SRX7203814,leaf_EV_1.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708689,SAMN13376716,simple,29760,Vitis vinifera,leaf_EV_1.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,A49DD631A6B5863F93F9137D21C09D61,8E6D9C4AA161A953365A76EFD02B2EEC,Shiraz
SRR10518932,11/24/19 17:44,11/23/19 10:52,23846397,3576959550,23846397,150,1370,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/010272/SRR10518932,SRX7203813,leaf_WR_4.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708688,SAMN13376715,simple,29760,Vitis vinifera,leaf_WR_4.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,0FB85C2B1B3CDD763439E272CE9C23B6,6CA1C05413F771025F7EC8DE84191382,Shiraz
SRR10518933,11/24/19 17:44,11/23/19 11:03,54077248,8111587200,54077248,150,3014,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/010272/SRR10518933,SRX7203812,leaf_WR_4.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708687,SAMN13376714,simple,29760,Vitis vinifera,leaf_WR_4.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,85A46CB82F39C8426636971A292E1965,7F1A95903C531D9B4EA151340F8E36A0,Shiraz
SRR10518934,11/24/19 17:44,11/23/19 10:52,25126152,3768922800,25126152,150,1337,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/010272/SRR10518934,SRX7203811,leaf_WR_4.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708686,SAMN13376713,simple,29760,Vitis vinifera,leaf_WR_4.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,A1852DD81CE60D0175C2CBB8082870FE,3C1866F7332C772326863A7A7590795A,Shiraz
SRR10518935,11/24/19 17:44,11/23/19 10:55,31810830,4771624500,31810830,150,1705,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/010272/SRR10518935,SRX7203810,leaf_WR_3.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708685,SAMN13376712,simple,29760,Vitis vinifera,leaf_WR_3.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,6E18C1C4631FE0FFFCCE62E8EE2D85FB,5AD2469749CAB139990B2814468AD375,Shiraz
SRR10518936,11/24/19 17:44,11/23/19 10:52,22354573,3353185950,22354573,150,1198,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/010272/SRR10518936,SRX7203809,leaf_WR_3.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708684,SAMN13376711,simple,29760,Vitis vinifera,leaf_WR_3.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,2A395D81556E2FD474082995C766CAD7,52FBDDC2B77B304BE4BD8AC38FB4EDA8,Shiraz
SRR10518937,11/24/19 17:44,11/23/19 10:52,25678819,3851822850,25678819,150,1376,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/010272/SRR10518937,SRX7203808,leaf_WR_3.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708683,SAMN13376710,simple,29760,Vitis vinifera,leaf_WR_3.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,A9A7BB0000E80A79E946162EE8C3BD86,E2EB450102D289E4EA45A4C81E1557AD,Shiraz
SRR10518938,11/24/19 17:44,11/23/19 10:58,22901371,3435205650,22901371,150,1225,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/010272/SRR10518938,SRX7203807,leaf_WR_2.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708682,SAMN13376709,simple,29760,Vitis vinifera,leaf_WR_2.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,94A494AE65086D2DE56E9F276869665F,E5178FD0DB470037A15005B70FACAEB5,Shiraz
SRR10518939,11/24/19 17:44,11/23/19 10:52,22822594,3423389100,22822594,150,1224,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/010272/SRR10518939,SRX7203806,leaf_NG_2.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708681,SAMN13376664,simple,29760,Vitis vinifera,leaf_NG_2.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,F48FDE6E2196B1892AECB9DDECD50254,50D9688F47FA022B9E6036EC071D11AA,Shiraz
SRR10518940,11/24/19 17:44,11/23/19 10:53,27014668,4052200200,27014668,150,1433,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/010272/SRR10518940,SRX7203805,leaf_WR_2.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708680,SAMN13376708,simple,29760,Vitis vinifera,leaf_WR_2.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,BB77ABE26A256871EF9831A33084836B,68D9191CBF34881E9B8BF2407FC3BDFA,Shiraz
SRR10518941,11/24/19 17:44,11/23/19 10:53,26073718,3911057700,26073718,150,1388,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/010272/SRR10518941,SRX7203804,leaf_WR_2.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708679,SAMN13376707,simple,29760,Vitis vinifera,leaf_WR_2.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,AB94D606101FE7858CF2B8D4C00587CE,DE3C1758926F42050F44F28442C3461F,Shiraz
SRR10518942,11/24/19 17:44,11/23/19 11:14,49937801,7490670150,49937801,150,2821,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/010272/SRR10518942,SRX7203803,leaf_WR_1.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708678,SAMN13376706,simple,29760,Vitis vinifera,leaf_WR_1.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,7E502A4D21C346E901E2A905A908C398,E5B3C7BEC07AFCE64188A0901F6E010F,Shiraz
SRR10518943,11/24/19 17:44,11/23/19 10:52,24236933,3635539950,24236933,150,1349,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/010272/SRR10518943,SRX7203802,leaf_WR_1.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708677,SAMN13376705,simple,29760,Vitis vinifera,leaf_WR_1.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,4D05C3D2D58FB0614733F5AF2A191DF4,C0CC616D9B605F83C703E3DE21E47E6D,Shiraz
SRR10518944,11/24/19 17:44,11/23/19 10:51,20180075,3027011250,20180075,150,1083,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/010272/SRR10518944,SRX7203801,leaf_WR_1.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708676,SAMN13376704,simple,29760,Vitis vinifera,leaf_WR_1.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,90866C00F2AC5047E7B4FB6E352199C9,8A6C79003610A3E8C5DFD0F245E8FDE8,Shiraz
SRR10518945,11/24/19 17:44,11/23/19 10:54,27839123,4175868450,27839123,150,1507,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/010272/SRR10518945,SRX7203800,leaf_SG_3.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708675,SAMN13376703,simple,29760,Vitis vinifera,leaf_SG_3.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,4B6CAFB309A4EBC7B4739AE1349FCD65,312685909A2751B15E5FF80C74C59D71,Shiraz
SRR10518946,11/24/19 17:44,11/23/19 10:50,21174475,3176171250,21174475,150,1120,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/010272/SRR10518946,SRX7203799,leaf_SG_3.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708674,SAMN13376702,simple,29760,Vitis vinifera,leaf_SG_3.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,0A417D5BE8FEE9BA6EBB66E54361A0F6,6D47F9A1C7D81DBB8A40CA436F01595F,Shiraz
SRR10518947,11/24/19 17:44,11/23/19 10:50,18406845,2761026750,18406845,150,979,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/010272/SRR10518947,SRX7203798,leaf_SG_3.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708673,SAMN13376701,simple,29760,Vitis vinifera,leaf_SG_3.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,2A844635C03A72B77B5C1F02DFB9F495,7C68B1F57B9936C3A958B64628E07AAC,Shiraz
SRR10518948,11/24/19 17:44,11/23/19 10:51,20956783,3143517450,20956783,150,1120,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/010272/SRR10518948,SRX7203797,leaf_SG_2.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708672,SAMN13376700,simple,29760,Vitis vinifera,leaf_SG_2.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,115FD48BBD403201C3621FD0200EB036,4F0408CC7E958F844A579AAC090AB0C0,Shiraz
SRR10518949,11/24/19 17:44,11/23/19 10:51,24089914,3613487100,24089914,150,1299,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/010272/SRR10518949,SRX7203796,leaf_SG_2.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708671,SAMN13376699,simple,29760,Vitis vinifera,leaf_SG_2.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,E1998DDB107E327174B080653C557412,41FB080BCC7F8538D793ADF5EE4CE447,Shiraz
SRR10518950,11/24/19 17:44,11/23/19 11:15,36656470,5498470500,36656470,150,1941,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/010272/SRR10518950,SRX7203795,leaf_NG_2.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708670,SAMN13376663,simple,29760,Vitis vinifera,leaf_NG_2.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,CC3428A2919D35C4A606B068EA169415,708F06970B438F30045FCA220D814599,Shiraz
SRR10518951,11/24/19 17:44,11/23/19 10:50,19796715,2969507250,19796715,150,1062,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/010272/SRR10518951,SRX7203794,leaf_SG_2.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708669,SAMN13376698,simple,29760,Vitis vinifera,leaf_SG_2.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,0C9A30C15AC56E7CD04D37142E847A05,6B658C2EE696073D48AEF45687883345,Shiraz
SRR10518952,11/24/19 17:44,11/23/19 10:51,22443362,3366504300,22443362,150,1198,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/010272/SRR10518952,SRX7203793,leaf_SG_1.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708668,SAMN13376697,simple,29760,Vitis vinifera,leaf_SG_1.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,8827B31DF241786DDCF8B6A5E7184244,5B3F85FB0854952A6EA58EC8E39FD9FE,Shiraz
SRR10518953,11/24/19 17:44,11/23/19 10:52,22222479,3333371850,22222479,150,1197,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010272/SRR10518953,SRX7203792,leaf_SG_1.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708667,SAMN13376696,simple,29760,Vitis vinifera,leaf_SG_1.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,4B914433C13B872F67D1EFB407EDE296,7A1EE52CCB3A795ECCDA93E341AA6D2A,Shiraz
SRR10518954,11/24/19 17:44,11/23/19 10:50,20713161,3106974150,20713161,150,1109,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/010272/SRR10518954,SRX7203791,leaf_SG_1.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708666,SAMN13376695,simple,29760,Vitis vinifera,leaf_SG_1.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,D9C7A818BFDBB04E5678730FC0C207DB,2E31A6D7A0E95A7D832B58B2873D8163,Shiraz
SRR10518955,11/24/19 17:44,11/23/19 10:47,11922894,1788434100,11922894,150,666,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/010272/SRR10518955,SRX7203790,leaf_EE_4.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708665,SAMN13376694,simple,29760,Vitis vinifera,leaf_EE_4.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,D1D7CAC5FDF16A190DA2675F5ECB113C,4A30C8FAF7F9B08FDE97F3E71E2AE2F2,Shiraz
SRR10518956,11/24/19 17:44,11/23/19 10:49,17618116,2642717400,17618116,150,982,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/010272/SRR10518956,SRX7203789,leaf_EE_4.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708664,SAMN13376693,simple,29760,Vitis vinifera,leaf_EE_4.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,18CE34491ABA0E7BFD314DD023185EBE,6DD0CAD0F6DB67D3C3694D334DD76336,Shiraz
SRR10518957,11/24/19 17:44,11/23/19 10:48,15320440,2298066000,15320440,150,853,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/010272/SRR10518957,SRX7203788,leaf_EE_4.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708663,SAMN13376692,simple,29760,Vitis vinifera,leaf_EE_4.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,5FC55310B7DE47DA2FE1CEC189935446,2739C5B7A70A9E4BB952A5DADCEC93BF,Shiraz
SRR10518960,11/24/19 17:44,11/23/19 10:58,37296716,5594507400,37296716,150,2082,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/010272/SRR10518960,SRX7203785,leaf_EE_3.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708660,SAMN13376689,simple,29760,Vitis vinifera,leaf_EE_3.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,7EECB8569F12F59E456AFA707F4AE0C1,E70D0EC4B94977A505C8A3F611965F1B,Shiraz
SRR10518962,11/24/19 17:44,11/23/19 10:57,33475190,5021278500,33475190,150,1866,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010272/SRR10518962,SRX7203783,leaf_EE_2.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708658,SAMN13376688,simple,29760,Vitis vinifera,leaf_EE_2.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,C177B8765429BE632C4F9337E343A778,39E5C3C4B59D6B3F774CD84B7A3FDF95,Shiraz
SRR10518969,11/24/19 17:44,11/23/19 10:53,26600927,3990139050,26600927,150,1338,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/010272/SRR10518969,SRX7203776,leaf_CG_4.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708651,SAMN13376681,simple,29760,Vitis vinifera,leaf_CG_4.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,AD3621FD2E5CDA37E624AAA3ACBCA8ED,6DBDB08905BDA47427E44F6323B92E90,Shiraz
SRR10518971,11/24/19 17:44,11/23/19 10:53,26122546,3918381900,26122546,150,1377,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/010272/SRR10518971,SRX7203774,leaf_CG_3.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708649,SAMN13376679,simple,29760,Vitis vinifera,leaf_CG_3.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,7C0FA119C5F84D16E0E2FCD07519CA91,613EDB29EFEBF3D9818A5133C097570E,Shiraz
SRR10518978,11/24/19 17:44,11/23/19 10:55,30974090,4646113500,30974090,150,1550,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/010272/SRR10518978,SRX7203767,leaf_CG_1.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708642,SAMN13376673,simple,29760,Vitis vinifera,leaf_CG_1.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,568CC6543D97BE76F91D50579D6F8EBF,68DDB3D6C9387A0A7BA07477A5BF148F,Shiraz
SRR10556175,11/29/19 19:49,11/29/19 3:07,27179696,8153908800,27179696,300,2532,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010308/SRR10556175,SRX7237923,VDC,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737506,SAMN13107024,simple,29760,Vitis vinifera,VDC,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,2BF0ABE079EE16BE204BF9A88EC6C2D3,E6C86FC9718C609642A15350D448BD0C,Kyoho
SRR10556176,11/29/19 19:49,11/29/19 3:10,30544264,9163279200,30544264,300,2860,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/010308/SRR10556176,SRX7237922,OIT,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737505,SAMN13107023,simple,29760,Vitis vinifera,OIT,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,52A9F74A19B6EB675D62CA524A6C77FF,E650125B2B0A247A2D4FE1672628D7F1,Kyoho
SRR10556177,11/29/19 19:49,11/29/19 3:18,32014467,9604340100,32014467,300,3007,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/010308/SRR10556177,SRX7237921,KY50,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737504,SAMN13107014,simple,29760,Vitis vinifera,KY50,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,15180654D5EBA11876C993B8021017E6,A7EBE037CF21BE462464B09480D2C0F3,Kyoho
SRR10556178,11/29/19 19:49,11/29/19 3:18,28217616,8465284800,28217616,300,2635,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/010308/SRR10556178,SRX7237920,KY05,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737503,SAMN13107013,simple,29760,Vitis vinifera,KY05,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,0C0E71C98D7724F5663AFB81ECB3A76D,6745AF7E58FCED25B5EC41416ECA605D,Kyoho
SRR10556179,11/29/19 19:49,11/29/19 3:17,28862918,8658875400,28862918,300,2740,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010308/SRR10556179,SRX7237919,ODT,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737502,SAMN13107022,simple,29760,Vitis vinifera,ODT,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,4101B4DD15FD4CC82ED5D72C23B96737,509EC4D0511A63D072F88D78C32F7894,Kyoho
SRR10556180,11/29/19 19:49,11/29/19 3:18,30157093,9047127900,30157093,300,2881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/010308/SRR10556180,SRX7237918,OCN,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737501,SAMN13107021,simple,29760,Vitis vinifera,OCN,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,C8349EB60E2FCAE1BDE33DA8DFD3E4F9,FF61906016ECF0F58B2AE6D2D1B991EA,Kyoho
SRR10556181,11/29/19 19:49,11/29/19 3:18,30135503,9040650900,30135503,300,2831,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/010308/SRR10556181,SRX7237917,MBC,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737500,SAMN13107020,simple,29760,Vitis vinifera,MBC,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,032DED5FE8ECC5B45223BAE04263F065,DC9DD49E85C9F9B0F044184F2288E86F,Kyoho
SRR10556182,11/29/19 19:49,11/29/19 3:20,33046125,9913837500,33046125,300,3179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/010308/SRR10556182,SRX7237916,MB500,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737507,SAMN13107019,simple,29760,Vitis vinifera,MB500,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,6B501548EC582FF3AA92B67584DB5DC8,EDA5A94FB4920D688F942DDF34CA3F37,Kyoho
SRR10556183,11/29/19 19:49,11/29/19 3:19,32263961,9679188300,32263961,300,3057,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/010308/SRR10556183,SRX7237915,MB50,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737499,SAMN13107018,simple,29760,Vitis vinifera,MB50,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,87C66F22D658149FBF5AF3382DC8FB82,F7E773169E859E607BD56BF4DB0D8E78,Kyoho
SRR10556184,11/29/19 19:49,11/29/19 3:18,29284540,8785362000,29284540,300,2777,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/010308/SRR10556184,SRX7237914,MB05,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737498,SAMN13107017,simple,29760,Vitis vinifera,MB05,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,331E45A53F8D3EF89A8CB4FB5C44AEF1,1A2F85E018C06EB91475162AD980A664,Kyoho
SRR10556185,11/29/19 19:49,11/29/19 3:16,28034137,8410241100,28034137,300,2659,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/010308/SRR10556185,SRX7237913,KYC,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737497,SAMN13107016,simple,29760,Vitis vinifera,KYC,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,28008524490489DA3739900A1804A105,F21865B86777646B986A6105AEB13C11,Kyoho
SRR10556186,11/29/19 19:49,11/29/19 3:18,30735300,9220590000,30735300,300,2909,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010308/SRR10556186,SRX7237912,KY500,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737496,SAMN13107015,simple,29760,Vitis vinifera,KY500,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,576849BEB81924DB7B855850B6446E89,88ED2FC3CEE11308406810FF4297BE09,Kyoho
SRR10556187,11/29/19 19:49,11/29/19 3:16,25832539,7749761700,25832539,300,2431,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/010308/SRR10556187,SRX7237911,YIT,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP233749,PRJNA589718,589718,SRS5737495,SAMN13107027,simple,29760,Vitis vinifera,YIT,no,NANJING AGRICULTURAL UNIVERSITY,SRA1004130,public,60C72B180E53A978DAEA6D0900C4D43A,906180AE66449482BB2144FAA1B94CA5,Kyoho
