#algo	query_id	nb_reads	query_length	accession	description	organism	percentIdentity	nb_hsps	queryOverlap	hitOverlap	evalue	score	tax_id	taxonomy	sequence
"BLASTX"	"SRR10518886_3147"	"1056"	"1391"	"CBI15516"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"89.9"	"1"	"100"	"49"	"0"	"897.886"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2401"	"2579"	"1265"	"XP_002274315"	"PREDICTED: protein RAE1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"82"	"100"	"0"	"724.931"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3942"	"140"	"1006"	"XP_002262952"	"PREDICTED: probable prolyl 4-hydroxylase 9 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"83"	"98"	"0"	"542.347"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1976"	"522"	"1356"	"RVW31474"	"UDP-arabinose 4-epimerase 1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"83"	"90"	"0"	"745.732"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_659"	"813"	"1902"	"XP_010664174"	"PREDICTED: protein translocase subunit SECA2, chloroplastic isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"60"	"0"	"1189.1"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1914"	"541"	"1374"	"XP_002267914"	"PREDICTED: tubby-like F-box protein 8 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"93"	"100"	"0"	"834.713"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1253"	"341"	"1573"	"XP_010649951"	"PREDICTED: protein NETWORKED 1A [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"28"	"0"	"860.522"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1838"	"216"	"1396"	"XP_002263731"	"PREDICTED: COP9 signalosome complex subunit 3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"91"	"100"	"0"	"838.565"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2020"	"308"	"1345"	"CBI31058"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"98.9"	"1"	"60"	"91"	"0"	"549.28"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1530"	"338"	"1478"	"XP_002283951"	"PREDICTED: ATP synthase subunit beta, mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"75"	"0"	"756.133"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3601"	"66"	"1061"	"XP_010650022"	"PREDICTED: cellulose synthase-like protein G2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"84"	"40"	"0"	"611.683"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_445"	"760"	"2114"	"XP_002269352"	"PREDICTED: K(+) efflux antiporter 2, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.9"	"1"	"99"	"58"	"0"	"1139.02"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3178"	"248"	"1121"	"XP_002281703"	"PREDICTED: GTPase-activating protein GYP7 [Vitis vinifera]"	"Vitis vinifera"	"98.9"	"1"	"98"	"82"	"0"	"736.873"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1348"	"622"	"1536"	"XP_002275587"	"PREDICTED: SWR1 complex subunit 2 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"70"	"100"	"0"	"561.607"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2619"	"512"	"1221"	"XP_002273793"	"PREDICTED: protoporphyrinogen oxidase 1, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"94"	"69"	"0"	"734.947"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1737"	"735"	"1418"	"XP_002267832"	"PREDICTED: uncharacterized protein LOC100266839 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"57"	"100"	"0"	"557.755"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3150"	"316"	"1125"	"XP_002284610"	"PREDICTED: uncharacterized protein LOC100248838 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"86"	"100"	"0"	"568.926"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3292"	"179"	"1105"	"XP_010646075"	"PREDICTED: ubiquitin carboxyl-terminal hydrolase 5 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"39"	"0"	"689.493"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2219"	"260"	"1302"	"XP_002285598"	"PREDICTED: protein odr-4 homolog isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"93"	"82"	"0"	"778.474"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1125"	"635"	"1628"	"XP_002276939"	"PREDICTED: exosome complex exonuclease RRP44 homolog A [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"58"	"0"	"1092.41"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2687"	"497"	"1206"	"CBI31934"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"83"	"25"	"0"	"635.95"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_805"	"1048"	"1792"	"RVW29387"	"E3 ubiquitin-protein ligase RGLG2 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"83"	"87"	"0"	"882.478"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_700"	"1276"	"1861"	"XP_002283075"	"PREDICTED: stomatal closure-related actin-binding protein 1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"79"	"100"	"0"	"1009.59"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1569"	"1130"	"2005"	"XP_010664138"	"PREDICTED: V-type proton ATPase subunit B 2 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"98.3"	"2"	"69"	"92"	"4.76258e-13"	"931.3839"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1767"	"150"	"1413"	"XP_010664252"	"PREDICTED: histone-lysine N-methyltransferase ASHR1 isoform X5 [Vitis vinifera]"	"Vitis vinifera"	"97.0"	"1"	"99"	"97"	"0"	"932.939"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_300"	"434"	"2335"	"XP_010656059"	"PREDICTED: guanine nucleotide exchange factor SPIKE 1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"100"	"42"	"0"	"1563.9"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1141"	"482"	"1621"	"XP_010650117"	"PREDICTED: phosphate transporter PHO1 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"95"	"64"	"0"	"977.622"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2768"	"129"	"1478"	"XP_002278197"	"PREDICTED: sugar transporter ERD6-like 16 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"77"	"77"	"0"	"695.656"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3836"	"85"	"1025"	"CBI17656"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"90"	"91"	"0"	"623.624"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_525"	"340"	"2003"	"XP_010650910"	"PREDICTED: villin-1 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"74.2"	"2"	"100"	"100"	"7.199e-11"	"1431.7558"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_370"	"957"	"2223"	"XP_002263639"	"PREDICTED: uncharacterized protein LOC100257934 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"98.8"	"1"	"35"	"98"	"3.17975e-167"	"491.5"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1796"	"768"	"1406"	"XP_002266885"	"PREDICTED: DNA topoisomerase 1 alpha [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"55"	"0"	"898.271"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1813"	"80"	"1401"	"XP_002278685"	"PREDICTED: protein MICRORCHIDIA 6 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"97.6"	"1"	"97"	"64"	"0"	"902.894"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_802"	"2624"	"1794"	"XP_002267296"	"PREDICTED: myeloid leukemia factor 1 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"61"	"96"	"0"	"526.554"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3873"	"111"	"1019"	"RVX20360"	"ABC transporter G family member 3 [Vitis vinifera]"	"Vitis vinifera"	"98.5"	"1"	"97"	"47"	"0"	"666.766"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_341"	"669"	"2262"	"XP_002270974"	"PREDICTED: uncharacterized protein LOC100266767 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"43"	"79"	"0"	"664.07"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1951"	"501"	"1363"	"CAN72267"	"hypothetical protein VITISV_017853 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"76"	"85"	"0"	"723.776"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2684"	"1120"	"1206"	"CBI38172"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"86"	"80"	"0"	"708.753"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1390"	"122"	"1520"	"XP_002280960"	"PREDICTED: uncharacterized protein LOC100247441 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"100"	"43"	"0"	"1066.22"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1404"	"203"	"1516"	"XP_003633745"	"PREDICTED: EVI5-like protein [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"73"	"100"	"0"	"722.235"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3309"	"216"	"1102"	"XP_002282295"	"PREDICTED: caffeoylshikimate esterase isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"81"	"93"	"0"	"625.55"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2048"	"116"	"1340"	"CBI29197"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"99"	"69"	"0"	"926.006"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1121"	"303"	"1630"	"XP_002285601"	"PREDICTED: uncharacterized protein LOC100255721 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"84"	"99"	"0"	"839.721"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1580"	"1703"	"1462"	"RVW99748"	"Serine hydroxymethyltransferase 4 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"75"	"77"	"0"	"726.857"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1763"	"317"	"1414"	"XP_002269439"	"PREDICTED: serine carboxypeptidase-like 7 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"98"	"95"	"0"	"959.518"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3214"	"310"	"1117"	"KAB1216402"	"putative rhamnose biosynthetic enzyme 1 [Morella rubra]"	"Morella rubra"	"98.3"	"1"	"48"	"91"	"5.31671e-112"	"334.724"	"262757"	"Eukaryota;;Myricaceae;Morella;Morella rubra"	""
"BLASTX"	"SRR10518886_3500"	"207"	"1074"	"XP_019082174"	"PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC100253088 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"89"	"66"	"0"	"650.588"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2699"	"276"	"1203"	"XP_002266814"	"PREDICTED: uncharacterized protein LOC100259104 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"98"	"73"	"0"	"820.076"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2717"	"255"	"1201"	"XP_002264873"	"PREDICTED: probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"68"	"32"	"0"	"561.222"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2767"	"157"	"1193"	"XP_002279526"	"PREDICTED: LOW QUALITY PROTEIN: F-box protein SKIP23-like [Vitis vinifera]"	"Vitis vinifera"	"98.7"	"1"	"38"	"39"	"9.42468e-87"	"278.485"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2518"	"182"	"1242"	"XP_002264958"	"PREDICTED: protein EI24 homolog isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"80"	"100"	"0"	"645.58"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1786"	"638"	"1409"	"XP_002272975"	"PREDICTED: DUF21 domain-containing protein At2g14520 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"92"	"100"	"0"	"844.729"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2526"	"1801"	"1240"	"XP_002271929"	"PREDICTED: proteasome subunit alpha type-6 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"60"	"100"	"0"	"512.686"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1721"	"7580"	"1422"	"XP_002279485"	"PREDICTED: protein CTR9 homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"43"	"0"	"984.171"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_4820"	"214"	"1078"	"XP_002281489"	"PREDICTED: TBC1 domain family member 8B [Vitis vinifera]"	"Vitis vinifera"	"98.6"	"3"	"100"	"44"	"7.8896000167544e-05"	"727.2139"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2304"	"2528"	"1286"	"XP_002283561"	"PREDICTED: COP9 signalosome complex subunit 5b [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"57"	"68"	"0"	"520.39"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2592"	"502"	"1226"	"NP_001268170"	"Aux/IAA protein [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"68"	"78"	"0"	"546.584"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2939"	"705"	"1160"	"XP_002270595"	"PREDICTED: DNA primase small subunit [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"95"	"80"	"0"	"758.444"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2632"	"230"	"1217"	"XP_002279261"	"PREDICTED: uncharacterized protein YKR070W isoform X7 [Vitis vinifera]"	"Vitis vinifera"	"99.2"	"1"	"92"	"100"	"0"	"761.14"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3941"	"686"	"1006"	"XP_003631201"	"PREDICTED: cysteine-rich receptor-like protein kinase 10 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"55"	"46"	"8.85825e-129"	"383.645"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2942"	"284"	"1159"	"XP_002270800"	"PREDICTED: LAG1 longevity assurance homolog 3 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.0"	"1"	"74"	"93"	"3.44001e-172"	"492.271"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2273"	"365"	"1294"	"RVW54554"	"hypothetical protein CK203_071461 [Vitis vinifera]"	"Vitis vinifera"	"98.1"	"1"	"37"	"100"	"3.21724e-106"	"320.857"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1325"	"704"	"1548"	"RVX13267"	"Cellulose synthase A catalytic subunit 6 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"76"	"37"	"0"	"740.339"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_333"	"1130"	"2274"	"XP_002267682"	"PREDICTED: uncharacterized protein LOC100248770 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"77"	"84"	"0"	"1085.48"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1234"	"757"	"1923"	"XP_010652468"	"PREDICTED: sterol 3-beta-glucosyltransferase UGT80A2 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"98.9"	"2"	"86"	"89"	"1.09837e-19"	"1033.077"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2808"	"74"	"1185"	"XP_010651248"	"PREDICTED: origin of replication complex subunit 1B isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"100"	"49"	"0"	"777.319"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2988"	"297"	"1151"	"XP_003632316"	"PREDICTED: proteasome subunit beta type-2-A [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"53"	"99"	"3.18534e-145"	"419.853"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1810"	"593"	"1401"	"XP_002276735"	"PREDICTED: uncharacterized protein LOC100264605 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"100"	"99"	"0"	"860.907"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2239"	"242"	"1299"	"RVW96676"	"hypothetical protein CK203_020324 [Vitis vinifera]"	"Vitis vinifera"	"99.1"	"1"	"73"	"100"	"0"	"657.136"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2672"	"180"	"1207"	"XP_002283741"	"PREDICTED: expansin-A10 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"60"	"100"	"2.5379e-158"	"455.292"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_299"	"1619"	"2339"	"XP_010664351"	"PREDICTED: isoamylase 3, chloroplastic isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"100"	"99"	"0"	"1578.53"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3503"	"362"	"1074"	"XP_002264091"	"PREDICTED: putative deoxyribonuclease TATDN1 isoform X2 [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"89"	"100"	"0"	"641.343"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3924"	"741"	"1010"	"CBI38891"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"97.2"	"1"	"86"	"23"	"0"	"579.326"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_803"	"3862"	"1794"	"RVX15042"	"hypothetical protein CK203_007715 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"2"	"67"	"98"	"2.11815e-06"	"764.9778"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2627"	"1691"	"1219"	"XP_010653076"	"PREDICTED: serine--tRNA ligase, chloroplastic/mitochondrial isoform X3 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"98"	"75"	"0"	"770.77"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1688"	"677"	"1431"	"XP_002276595"	"PREDICTED: mRNA turnover protein 4 homolog [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"48"	"100"	"1.31567e-162"	"468.389"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_501"	"554"	"2029"	"XP_002283346"	"PREDICTED: casein kinase 1-like protein HD16 [Vitis vinifera]"	"Vitis vinifera"	"99.6"	"1"	"82"	"78"	"0"	"1170.22"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1830"	"1690"	"1398"	"XP_002265275"	"PREDICTED: indole-3-glycerol phosphate synthase, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"100"	"0"	"734.176"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_944"	"199"	"1717"	"XP_002279143"	"PREDICTED: methionine--tRNA ligase, chloroplastic/mitochondrial [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"1"	"99"	"93"	"0"	"1130.93"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_642"	"1830"	"1910"	"NP_001268145"	"CBL-interacting protein kinase 09 [Vitis vinifera]"	"Vitis vinifera"	"99.8"	"1"	"70"	"100"	"0"	"933.324"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2996"	"324"	"1150"	"XP_002274796"	"PREDICTED: oxygen-evolving enhancer protein 1, chloroplastic [Vitis vinifera]"	"Vitis vinifera"	"99.4"	"1"	"87"	"100"	"0"	"629.787"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3549"	"755"	"1068"	"XP_002278726"	"PREDICTED: probable enoyl-CoA hydratase 1, peroxisomal isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"68"	"91"	"7.25755e-177"	"501.13"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1408"	"2177"	"1645"	"XP_010662098"	"PREDICTED: V-type proton ATPase subunit H [Vitis vinifera]"	"Vitis vinifera"	"98.2"	"2"	"83"	"100"	"3.293075e-09"	"860.8924"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_209"	"2047"	"2744"	"XP_002266838"	"PREDICTED: BEL1-like homeodomain protein 1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"76"	"100"	"0"	"1225.31"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3543"	"379"	"1069"	"XP_010664255"	"PREDICTED: biotin--protein ligase 2 isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"100"	"90"	"0"	"663.3"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1200"	"433"	"1590"	"XP_003632066"	"PREDICTED: CMP-sialic acid transporter 2 [Vitis vinifera]"	"Vitis vinifera"	"93.1"	"1"	"76"	"100"	"0"	"771.926"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_2200"	"1586"	"1956"	"RVX05462"	"Eukaryotic initiation factor 4A-2 [Vitis vinifera]"	"Vitis vinifera"	"99.5"	"2"	"59"	"94"	"2.691565e-09"	"798.1056"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3252"	"903"	"1111"	"XP_002264475"	"PREDICTED: endonuclease III homolog 1, chloroplastic isoform X1 [Vitis vinifera]"	"Vitis vinifera"	"97.6"	"1"	"100"	"98"	"0"	"672.929"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_479"	"382"	"2061"	"XP_010653297"	"PREDICTED: uncharacterized protein LOC100262578 [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"93"	"48"	"0"	"1206.05"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_1659"	"310"	"1441"	"CBI28809"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"100.0"	"1"	"85"	"98"	"0"	"840.877"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
"BLASTX"	"SRR10518886_3034"	"332"	"1143"	"CBI35336"	"unnamed protein product, partial [Vitis vinifera]"	"Vitis vinifera"	"99.7"	"1"	"98"	"88"	"0"	"713.761"	"29760"	"Eukaryota;;Vitaceae;Vitis;Vitis vinifera"	""
